customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-10379,Male,0,Yes,No,21.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,61.14,1302.4,Yes
CUST-10768,Male,0,No,No,37.0,Yes,No,Month-to-month,No,Electronic check,75.64,2790.38,No
CUST-10412,Male,1,Yes,No,6.0,Yes,Fiber optic,Month-to-month,No,,82.97, 491.63,No
CUST-10796,Female,0,No,No,5.0,Yes,No,Two year,No,Credit card,66.7,354.94,No
CUST-10023,Female,0,Yes,Yes,64.0,Yes,No,One year,Yes,Bank transfer,60.14,3859.59,No
CUST-10340,Female,0,No,Yes,21.0,Yes,No,Month-to-month,No,Bank transfer,34.7,730.55,No
CUST-10922,Male,0,Yes,Yes,34.0,Yes,Fiber optic,One year,Yes,Mailed check,18.71,611.44,No
CUST-10641,Female,0,No,No,0.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,118.94,0.0,No
CUST-10154,Male,1,Yes,No,0.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,81.64,0.0,No
CUST-10865,Female,0,No,Yes,71.0,Yes,No,Month-to-month,Yes,Electronic check,66.24,4656.35,No
CUST-10558,Female,0,Yes,No,69.0,Yes,Fiber optic,Two year,Yes,Bank transfer,48.6,3347.84,No
CUST-10998,Female,0,No,No,30.0,Yes,DSL,Month-to-month,No,Bank transfer,117.24,3537.26,Yes
CUST-10968,Female,0,No,No,39.0,No,Fiber optic,Two year,No,Bank transfer,111.12,4374.12,Yes
CUST-10790,Male,0,Yes,No,63.0,Yes,DSL,One year,Yes,Credit card,108.31,6802.65,No
CUST-10322,Female,0,No,No,8.0,Yes,Fiber optic,One year,Yes,Electronic check,24.46,205.23,Yes
CUST-10544,Female,0,Yes,No,12.0,Yes,DSL,Month-to-month,No,Credit card,52.87,651.83,No
CUST-10603,Male,0,No,No,23.0,Yes,Fiber optic,Two year,Yes,Credit card,118.77,2750.88,No
CUST-10587,Male,0,No,Yes,35.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,62.67,2189.97,Yes
CUST-10082,Male,0,Yes,No,17.0,Yes,No,Month-to-month,No,,25.84,401.74,Yes
CUST-10861,Female,0,No,No,41.0,Yes,DSL,One year,No,Mailed check,57.52,,No
CUST-10464,Male,1,Yes,Yes,9.0,Yes,DSL,One year,Yes,Electronic check,84.63,743.17,No
CUST-10552,Female,0,No,No,13.0,Yes,Fiber optic,Two year,Yes,Mailed check,99.51,1289.38,No
CUST-10333,Female,0,No,Yes,7.0,Yes,Fiber optic,One year,No,Credit card,77.63,552.82,No
CUST-10010,Female,0,Yes,Yes,28.0,No,Fiber optic,Month-to-month,No,Bank transfer,116.52,3277.9,Yes
CUST-10470,Female,0,Yes,No,1.0,No,Fiber optic,Month-to-month,No,Bank transfer,63.71,75.16,Yes
CUST-10032,Male,0,No,No,56.0,Yes,Fiber optic,Month-to-month,No,Electronic check,75.59,4227.5,No
CUST-10782,Male,0,Yes,No,28.0,Yes,No,Month-to-month,Yes,Mailed check,115.74,3235.87,No
CUST-10882,Male,0,No,No,55.0,Yes,Fiber optic,One year,No,Bank transfer,82.7,4548.42,No
CUST-10382,Female,1,No,Yes,44.0,Yes,Fiber optic,One year,Yes,Electronic check,29.05,1282.27,No
CUST-10707,Female,0,No,Yes,24.0,Yes,No,Month-to-month,Yes,Mailed check,21.96,564.06,Yes
CUST-10556,Female,1,No,Yes,10.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,87.12,855.84,No
CUST-10906,Male,1,No,No,2.0,No,Fiber optic,Two year,No,Electronic check,59.5,110.24,Yes
CUST-10914,Female,0,No,No,14.0,Yes,Fiber optic,Month-to-month,No,Mailed check,61.99,878.71,No
CUST-10378,Male,0,No,Yes,42.0,Yes,Fiber optic,One year,No,Mailed check,59.73,2531.32,No
CUST-10089,Female,0,Yes,No,54.0,Yes,No,One year,Yes,Bank transfer,28.41,1518.17,No
CUST-10213,Male,1,No,No,24.0,Yes,No,One year,No,Credit card,79.93,1895.4,No
CUST-10843,Male,0,Yes,Yes,24.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,79.11,1898.7,No
CUST-10133,Female,0,Yes,No,29.0,Yes,DSL,Month-to-month,Yes,Electronic check,102.07,2966.27,No
CUST-10346,Female,0,No,No,40.0,Yes,DSL,Two year,Yes,Bank transfer,81.95,,No
CUST-10007,Female,0,Yes,Yes,54.0,Yes,DSL,Month-to-month,Yes,Mailed check,101.16,5485.8,Yes
CUST-10618,Male,0,Yes,No,23.0,Yes,DSL,Two year,Yes,Credit card,36.16,862.05,No
CUST-10320,Male,0,Yes,Yes,56.0,Yes,Fiber optic,One year,No,Credit card,21.73,1227.77,Yes
CUST-10909,Male,0,No,No,72.0,Yes,No,Month-to-month,Yes,Credit card,41.93,3053.34,No
CUST-10187,Male,1,Yes,No,70.0,No,Fiber optic,Month-to-month,No,Credit card,60.15,4214.65,No
CUST-10304,Female,0,Yes,No,21.0,Yes,No,Month-to-month,No,Mailed check,94.74,1978.56,No
CUST-10031,Male,0,Yes,No,51.0,Yes,DSL,Two year,No,Bank transfer,55.21,2824.11,No
CUST-10967,Male,0,Yes,Yes,41.0,Yes,DSL,One year,Yes,Credit card,50.58,2108.53,No
CUST-10240,Male,0,Yes,Yes,47.0,Yes,DSL,One year,Yes,Bank transfer,24.03,1130.41,Yes
CUST-10728,Male,1,Yes,No,,Yes,DSL,Month-to-month,Yes,Electronic check,30.84,279.56,No
CUST-10174,Female,0,No,No,33.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,25.7,885.81,Yes
CUST-10245,Male,0,No,Yes,24.0,Yes,DSL,Month-to-month,Yes,Electronic check,35.11,877.91,No
CUST-10056,Female,0,N,No,0.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,76.87,0.0,Yes
CUST-10752,Male,0,No,No,44.0,Yes,DSL,Month-to-month,No,Electronic check,98.48,4333.13,Yes
CUST-10145,Female,1,No,No,59.0,Yes,No,Month-to-month,Yes,Electronic check,77.52,4594.77,Yes
CUST-10090,Male,1,Yes,No,15.0,Yes,DSL,Month-to-month,Yes,Credit card,52.59,778.85,No
CUST-10392,Male,0,No,No,18.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,63.67,1167.04,No
CUST-10310,Female,0,No,No,35.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,109.26,3853.2,Yes
CUST-10359,Female,0,No,Yes,37.0,Yes,DSL,Month-to-month,Yes,Credit card,34.39, 1277.39,Yes
CUST-10093,Male,0,Yes,Yes,33.0,Yes,DSL,Month-to-month,No,Bank transfer,119.0,3958.46,No
CUST-10693,Female,1,Yes,No,58.0,Yes,Fiber optic,Month-to-month,yes,Bank transfer,21.6,1255.4,Yes
CUST-10751,Male,0,No,No,30.0,Yes,DSL,Month-to-month,Yes,Electronic check,60.22,1794.05,No
CUST-10376,Female,0,No,No,10.0,Yes,DSL,One year,Yes,Bank transfer,91.76,900.05,No
CUST-10243,Female,0,No,Yes,24.0,Yes,DSL,Two year,Y,Bank transfer,55.18,1347.86,No
CUST-10826,Female,0,Yes,No,39.0,Yes,Fiber optic,Two year,No,Mailed check,91.58,3584.02,No
CUST-10087,Male,0,Yes,No,32.0,Yes,No,Month-to-month,No,Credit card,35.64,1113.49,Yes
CUST-10214,Female,0,No,No,51.0,Yes,,Month-to-month,No,Electronic check,42.18,2174.92,No
CUST-10984,Female,0,No,Yes,69.0,Yes,No,Two year,Yes,Mailed check,78.88,5438.38,No
CUST-10173,Female,0,Yes,Yes,14.0,Yes,DSL,Month-to-month,Yes,Electronic check,73.04,991.52,No
CUST-10425,Male,0,No,No,57.0,Yes,DSL,Month-to-month,Yes,Mailed check,74.25,4274.12,Yes
CUST-10776,M,0,No,No,38.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,63.73,2379.92,No
CUST-10118,Male,0,Yes,Yes,36.0,Yes,Fiber optic,One year,Yes,Mailed check,58.51,2096.37,No
CUST-10119,Male,0,No,Yes,19.0,No,Fiber optic,Month-to-month,Yes,,91.99,1710.33,No
CUST-10719,Female,0,Yes,No,48.0,Yes,DSL,Month-to-month,Yes,Bank transfer,22.04,1080.05,Yes
CUST-10000,Male,0,No,No,45.0,Yes,DSL,Month-to-month,No,Electronic check,75.05, 3345.93,No
CUST-10394,Female,0,Yes,No,42.0,No,Fiber optic,Month-to-month,Yes,Bank transfer,24.21,1001.35,Yes
CUST-10401,F,0,No,No,55.0,Yes,DSL,Month-to-month,Yes,Electronic check,35.28,1901.09,No
CUST-10404,Male,1,Yes,No,59.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,113.11,6636.22,No
CUST-10842,Female,0,No,No,36.0,Yes,No,Two year,No,Bank transfer,33.03,1192.46,No
CUST-10624,Female,0,No,No,38.0,No,Fiber optic,Month-to-month,Yes,Bank transfer,52.99,2054.42,No
CUST-10162,Male,0,Yes,No,16.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,41.72,640.51,No
CUST-10114,Female,0,yes,Yes,14.0,Yes,DSL,One year,No,Bank transfer,30.94,465.66,No
CUST-10150,Female,0,No,No,0.0,Yes,No,Two year,No,Credit card,70.31,0.0,No
CUST-10715,Female,0,Yes,Yes,35.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,20.73,744.22,No
CUST-10580,Male,0,No,Yes,33.0,Yes,DSL,Month-to-month,No,Mailed check,77.57,2574.64,Yes
CUST-10806,Female,0,Yes,No,36.0,Yes,No,One year,Yes,Mailed check,20.41,766.65,No
CUST-10368,Male,0,Yes,No,1.0,Yes,Fiber optic,Month-to-month,No,Credit card,52.1,39.61,Yes
CUST-10543,Male,0,No,Yes,43.0,No,Fiber optic,Two year,Yes,Electronic check,117.37,5037.49,No
CUST-10477,Male,0,No,Yes,25.0,Yes,DSL,Month-to-month,Yes,Electronic check,63.83,1594.57,Yes
CUST-10532,Male,0,Yes,No,36.0,Yes,DSL,Month-to-month,Yes,Credit card,38.08,1342.57,No
CUST-10990,male,0,No,No,41.0,Yes,DSL,Month-to-month,No,Electronic check,107.97,4424.33,Yes
CUST-10590,Female,0,Yes,No,0.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.51,17.39,Yes
CUST-10961,Male,0,No,No,32.0,Yes,DSL,One year,Yes,Mailed check,56.27,1831.02,No
CUST-10258,Male,0,No,Yes,53.0,No,DSL,Month-to-month,Yes,Mailed check,95.47,5068.3,Yes
CUST-10848,Female,0,N,No,25.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.33,2461.01,Yes
CUST-10135,Male,0,Yes,No,13.0,Yes,DSL,One year,Yes,Bank transfer,60.78,803.95,No
CUST-10954,Female,0,No,No,31.0,Yes,No,One year,No,Bank transfer,66.42,2021.39,No
CUST-10899,Female,0,No,No,59.0,Yes,DSL,Two year,N,Credit card,35.85,2138.89,No
CUST-10798,Male,0,Yes,No,34.0,Yes,DSL,Month-to-month,No,Credit card,31.84,1083.68,No
CUST-10501,Female,0,No,No,70.0,Yes,Fiber optic,Month-to-month,No,Credit card,97.32,6816.4,No
CUST-10538,Female,0,No,Yes,23.0,Yes,No,Month-to-month,No,Credit card,29.44,639.87,Yes
CUST-10655,Female,0,Yes,No,61.0,Yes,DSL,Month-to-month,No,Electronic check,39.21,2402.42,No
CUST-10581,Female,1,No,No,25.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,54.88,1368.21,Yes
CUST-10343,Female,0,No,Yes,49.0,Yes,Fiber optic,One year,Yes,Electronic check,54.19,2668.05,No
CUST-10676,Female,0,Yes,No,58.0,Yes,DSL,One year,Yes,Mailed check,97.3,5639.68,No
CUST-10623,Male,0,Yes,No,68.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,87.31,5906.71,Yes
CUST-10293,Male,0,Yes,No,53.0,Yes,No,Month-to-month,Yes,Electronic check,18.88,1038.12,Yes
CUST-10364,Male,0,Yes,No,59.0,No,Fiber optic,One year,Yes,Bank transfer,74.47,4403.15,No
CUST-10807,Male,0,Yes,No,66.0,Yes,DSL,Two year,No,Bank transfer,98.43,6487.52,No
CUST-10014,Female,0,Yes,No,38.0,No,DSL,Month-to-month,Yes,Bank transfer,18.23,715.41,Yes
CUST-10086,Male,0,Yes,No,32.0,Yes,Fiber optic,One year,Yes,Mailed check,113.84,3648.11,Yes
CUST-10370,Male,0,No,No,72.0,Yes,Fiber optic,One year,No,Bank transfer,61.04,4380.2,Yes
CUST-10165,Female,0,Yes,Yes,48.0,Yes,Fiber optic,One year,No,Electronic check,86.55,4120.98,No
CUST-10883,Male,1,Yes,No,13.0,Yes,DSL,One year,Yes,Mailed check,20.52,324.74,No
CUST-10335,Female,0,Yes,No,13.0,Yes,No,Month-to-month,Yes,Mailed check,87.86,1150.37,No
CUST-10059,Female,0,Yes,Yes,27.0,Yes,,Month-to-month,Yes,Electronic check,107.96,2944.33,No
CUST-10354,female,0,No,No,53.0,Yes,DSL,Month-to-month,Yes,Bank transfer,71.6,3816.46,Yes
CUST-10424,Male,0,No,No,70.0,Yes,Fiber optic,One year,Yes,Bank transfer,52.95,,No
CUST-10292,Female,0,Yes,No,2.0,Yes,DSL,Month-to-month,No,Mailed check,64.83,124.0,No
CUST-10041,Female,0,Yes,No,28.0,Yes,DSL,Month-to-month,Yes,Electronic check,59.88,1674.29,Yes
CUST-10329,Female,0,No,No,43.0,Yes,No,Two year,No,Electronic check,66.52,2843.93,No
CUST-10614,Female,1,No,Yes,15.0,Yes,DSL,Month-to-month,No,Bank transfer,29.73,419.37,No
CUST-10429,Female,0,Yes,No,10.0,No,DSL,Month-to-month,No,Mailed check,78.42,774.13,No
CUST-10079,Female,0,Yes,Yes,46.0,Yes,DSL,One year,No,Mailed check,118.88,5458.22,Yes
CUST-10028,Female,0,Yes,No,38.0,Yes,DSL,Two year,Yes,Mailed check,116.14,4409.87,No
CUST-10254,Female,0,Yes,No,18.0,Yes,No,Month-to-month,Yes,Bank transfer,88.16,1588.83,No
CUST-10750,Female,0,No,Yes,52.0,Yes,Fiber optic,Two year,Yes,Credit card,91.71,4753.62,No
CUST-10458,Female,0,No,Yes,25.0,Yes,Fiber optic,One year,Yes,Mailed check,84.88, 2147.95,Yes
CUST-10383,Male,0,No,Yes,1.0,Yes,DSL,Two year,No,Mailed check,49.89,39.74,No
CUST-10313,Male,0,Yes,Yes,5.0,Yes,,One year,Yes,Credit card,49.45,250.43,No
CUST-10084,Female,1,Yes,No,49.0,No,Fiber optic,One year,Yes,Electronic check,30.84,1508.74,No
CUST-10574,Male,1,No,No,9.0,Yes,No,Two year,No,Credit card,114.98,993.45,No
CUST-10136,Female,0,No,No,10.0,Yes,DSL,Month-to-month,yes,Electronic check,74.49,744.87,Yes
CUST-10111,Female,0,No,No,36.0,Yes,DSL,One year,Yes,Credit card,44.54,1572.91,No
CUST-10194,Female,1,No,No,23.0,Yes,Fiber optic,One year,Yes,Bank transfer,110.2,2541.93,No
CUST-10178,Female,0,Yes,Yes,58.0,Yes,DSL,One year,Yes,Mailed check,73.03,4242.93,No
CUST-10887,Male,0,Yes,No,26.0,Yes,DSL,Month-to-month,Yes,Bank transfer,79.05,2069.85,Yes
CUST-10496,Male,0,Yes,No,44.0,Yes,DSL,One year,No,Electronic check,34.27,1507.0,No
CUST-10129,Female,0,No,Yes,27.0,Yes,DSL,Month-to-month,No,Mailed check,62.89,1676.14,No
CUST-10337,Male,1,Yes,No,5.0,Yes,DSL,Month-to-month,No,Bank transfer,29.17,145.19,No
CUST-10608,Female,1,No,No,6.0,No,Fiber optic,Month-to-month,Yes,Electronic check,44.55,252.82,Yes
CUST-10124,Female,1,Yes,No,10.0,Yes,DSL,Month-to-month,Yes,Electronic check,114.31,1164.34,Yes
CUST-10962,Female,0,No,Yes,24.0,Yes,DSL,One year,Yes,Electronic check,90.05,2175.66,No
CUST-10226,Female,0,No,No,43.0,No,,One year,Yes,Mailed check,89.21, 3827.94,No
CUST-10268,Female,0,Yes,No,20.0,Yes,DSL,Month-to-month,No,Mailed check,92.58,1849.21,No
CUST-10979,Female,0,Yes,No,36.0,No,No,Month-to-month,No,Credit card,81.76,2905.69,Yes
CUST-10452,Male,0,Yes,No,71.0,No,DSL,Month-to-month,Yes,Credit card,33.6,2348.02,Yes
CUST-10103,Male,0,Yes,No,7.0,Yes,Fiber optic,Two year,Yes,Bank transfer,92.02, 658.37,No
CUST-10593,Female,0,No,Yes,55.0,Yes,Fiber optic,One year,No,Electronic check,64.56,3552.97,No
CUST-10854,Male,1,Yes,No,63.0,Yes,No,Month-to-month,Yes,Bank transfer,73.8,4665.01,No
CUST-10657,Female,0,No,No,36.0,Yes,Fiber optic,Month-to-month,No,Credit card,68.08,2439.59,No
CUST-10227,Female,0,Yes,Yes,47.0,Yes,DSL,Month-to-month,Yes,Mailed check,34.61,1628.1,No
CUST-10885,Female,0,Yes,Yes,2.0,No,Fiber optic,Two year,No,Bank transfer,33.6,56.11,No
CUST-10301,Female,0,Yes,No,0.0,Yes,DSL,One year,No,Credit card,58.1,3.67,No
CUST-10275,Male,1,No,Yes,4.0,Yes,DSL,Month-to-month,Yes,Credit card,55.89,241.92,No
CUST-10126,Male,0,No,No,12.0,Yes,No,One year,No,Electronic check,60.78,740.76,No
CUST-10405,Female,0,Yes,Yes,66.0,Yes,Fiber optic,Two year,No,Bank transfer,102.18,6737.94,No
CUST-10932,Male,0,No,No,5.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,32.42,121.12,No
CUST-10036,Female,0,No,No,42.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,61.8,2599.68,No
CUST-10139,Male,1,Yes,No,32.0,Yes,DSL,One year,Yes,Credit card,50.99,1617.87,No
CUST-10303,Female,0,Yes,No,43.0,Yes,Fiber optic,One year,Yes,Electronic check,65.33,2773.46,No
CUST-10267,Male,0,No,No,3.0,Yes,Fiber optic,One year,Yes,Bank transfer,37.85,98.84,No
CUST-10533,Male,1,No,Yes,13.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,113.09,1459.88,Yes
CUST-10545,Male,0,No,No,46.0,Yes,No,Month-to-month,No,Electronic check,69.44,3155.52,No
CUST-10212,Female,0,Yes,No,42.0,No,Fiber optic,Two year,Yes,Bank transfer,86.12,3619.06,No
CUST-10468,Male,0,No,No,37.0,Yes,DSL,One year,Yes,Electronic check,71.29,2605.49,No
CUST-10198,Male,0,No,Yes,11.0,Yes,Fiber optic,Two year,No,Mailed check,63.69,680.65,No
CUST-10527,Male,0,Yes,No,34.0,Yes,DSL,Month-to-month,Yes,Mailed check,88.88,3010.49,No
CUST-10794,Male,0,No,No,53.0,Yes,Fiber optic,Month-to-month,No,Electronic check,75.07,3990.17,No
CUST-10241,Female,0,Yes,Yes,11.0,Yes,DSL,One year,Yes,Mailed check,115.71,1320.96,No
CUST-10342,Female,0,Yes,No,48.0,Yes,DSL,Month-to-month,No,Mailed check,86.53,4144.28,Yes
CUST-10549,Female,0,No,Yes,51.0,Yes,No,Month-to-month,Yes,Bank transfer,85.49,4366.08,No
CUST-10386,Male,0,No,No,35.0,No,DSL,Month-to-month,Yes,Credit card,117.28,4103.56,Yes
CUST-10860,Female,0,No,No,53.0,Yes,Fiber optic,Month-to-month,Yes,,39.82,2142.8,Yes
CUST-10206,Female,0,No,No,51.0,Yes,DSL,Two year,Yes,Mailed check,58.57,2954.23,No
CUST-10295,Female,0,No,Yes,51.0,Yes,DSL,One year,Yes,Mailed check,60.34,3084.22,No
CUST-10771,Female,0,Yes,No,50.0,Yes,No,Month-to-month,No,Mailed check,116.79,5835.85,No
CUST-10073,Male,0,No,No,45.0,Yes,Fiber optic,Two year,No,Bank transfer,63.81, 2848.53,No
CUST-10746,Female,0,Yes,Yes,0.0,Yes,Fiber optic,Two year,No,Credit card,88.79,0.0,No
CUST-10104,Female,1,No,No,60.0,No,Fiber optic,Month-to-month,No,Bank transfer,89.32,5370.87,No
CUST-10689,Female,0,Yes,No,36.0,Yes,Fiber optic,One year,No,Electronic check,102.17,3693.68,No
CUST-10874,Female,1,No,Yes,32.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,20.31,638.98,Yes
CUST-10966,Female,0,No,No,65.0,Yes,No,Month-to-month,Yes,Mailed check,69.56,4505.34,Yes
CUST-10016,Female,0,No,Yes,24.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,95.92,2287.09,Yes
CUST-10439,Male,0,No,No,24.0,Yes,DSL,Two year,Yes,Mailed check,35.56,845.04,Yes
CUST-10091,Female,0,Yes,No,71.0,Yes,Fiber optic,Two year,No,Mailed check,24.64,1748.01,No
CUST-10088,Female,0,Yes,No,28.0,Yes,Fiber optic,Month-to-month,No,Mailed check,65.2, 1816.27,No
CUST-10450,Female,0,Yes,No,57.0,Yes,DSL,Month-to-month,Yes,Credit card,114.07,6487.11,No
CUST-10102,Female,1,Yes,No,35.0,Yes,No,Two year,Yes,Bank transfer,94.37,3278.2,No
CUST-10238,Male,0,No,No,72.0,Yes,DSL,Two year,No,Credit card,86.18, 6212.87,Yes
CUST-10722,Female,1,No,No,13.0,Yes,DSL,One year,Yes,Credit card,92.25,1231.7,No
CUST-10246,Female,0,No,Yes,57.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,33.78, 1896.72,No
CUST-10714,Female,0,No,No,68.0,Yes,Fiber optic,Month-to-month,No,Mailed check,18.4,1250.99,No
CUST-10157,Female,0,No,Yes,44.0,Yes,,Two year,No,Electronic check,39.9,1748.24,No
CUST-10479,Male,0,No,No,23.0,Yes,No,One year,No,Mailed check,100.69,2315.09,No
CUST-10645,Male,0,No,No,51.0,Yes,No,One year,no,Mailed check,56.7,2876.04,No
CUST-10846,Male,0,No,Yes,8.0,Yes,Fiber optic,Two year,Yes,Credit card,100.55,788.75,No
CUST-10988,Male,1,Yes,Yes,26.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,21.25,519.68,Yes
CUST-10018,Female,0,No,No,55.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,51.76,2853.82,No
CUST-10706,Male,0,Yes,No,1.0,Yes,DSL,Month-to-month,Yes,Credit card,31.12,26.15,No
CUST-10121,Female,0,No,Yes,43.0,Yes,No,Month-to-month,Yes,Credit card,77.03,,No
CUST-10837,Male,0,No,Yes,4.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,92.58,374.12,No
CUST-10705,Female,0,No,No,2.0,Yes,DSL,One year,Yes,Bank transfer,60.84, 135.55,No
CUST-10274,Male,0,Yes,No,41.0,Yes,DSL,Month-to-month,Yes,Credit card,45.22,1840.72,Yes
CUST-10433,Male,0,Yes,No,25.0,Yes,DSL,Month-to-month,No,Bank transfer,83.82,2077.1,No
CUST-10898,Male,0,Yes,No,68.0,Yes,Fiber optic,One year,No,Mailed check,50.58,3433.42,No
CUST-10311,Female,0,Yes,Yes,24.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,50.25,1215.16,No
CUST-10831,Male,0,Yes,No,16.0,No,Fiber optic,Two year,No,Credit card,74.67,1198.95,No
CUST-10836,Female,0,Yes,No,52.0,Yes,Fiber optic,Month-to-month,No,Credit card,84.11,4319.26,Yes
CUST-10546,Male,0,Yes,No,50.0,Yes,DSL,Month-to-month,Yes,Bank transfer,94.09,4706.0,Yes
CUST-10181,Male,0,Yes,No,63.0,Yes,DSL,Month-to-month,No,Mailed check,95.04,5960.91,No
CUST-10184,Male,0,No,No,12.0,Yes,No,Month-to-month,Yes,Credit card,58.71,682.16,No
CUST-10406,Male,0,Yes,No,54.0,Yes,No,One year,No,Credit card,37.27,1984.74,No
CUST-10606,Male,0,Yes,No,63.0,Yes,DSL,Two year,N,Bank transfer,40.68,2614.21,No
CUST-10692,Female,1,Yes,No,60.0,Yes,DSL,Month-to-month,Yes,Electronic check,19.17, 1149.35,No
CUST-10520,Male,1,No,Yes,0.0,Yes,No,Two year,No,Credit card,80.98,1.5,No
CUST-10380,Male,0,No,No,21.0,Yes,DSL,Month-to-month,Yes,Electronic check,68.66,1420.7,No
CUST-10410,Male,0,Yes,No,61.0,Yes,DSL,Two year,No,Credit card,87.95,5370.09,No
CUST-10634,Male,1,No,No,63.0,Yes,No,Month-to-month,Yes,Mailed check,29.0,1803.63,No
CUST-10369,Female,0,Yes,No,4.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,29.94, 145.39,No
CUST-10814,Female,0,Yes,Yes,26.0,Yes,DSL,One year,Yes,Credit card,114.78,3003.4,No
CUST-10834,Female,1,Yes,No,4.0,Yes,Fiber optic,One year,Yes,Bank transfer,57.79,229.21,No
CUST-10754,Female,0,Yes,No,48.0,Yes,Fiber optic,Two year,Yes,Electronic check,32.0,1524.84,No
CUST-10078,Female,1,Yes,No,42.0,Yes,Fiber optic,Two year,No,Electronic check,117.8,4937.18,No
CUST-10573,Male,1,Yes,No,45.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,58.82,2633.65,Yes
CUST-10637,Male,0,Yes,Yes,6.0,Yes,DSL,Month-to-month,Yes,Credit card,58.02,347.95,No
CUST-10607,female,0,No,Yes,72.0,Yes,DSL,Month-to-month,Yes,Mailed check,94.01,6749.47,Yes
CUST-10795,Male,0,Yes,No,8.0,Yes,Fiber optic,Two year,No,Electronic check,78.45,629.63,No
CUST-10995,Female,0,Yes,No,55.0,Yes,DSL,Month-to-month,No,Mailed check,113.21,6229.76,No
CUST-10862,Male,0,Yes,No,13.0,Yes,DSL,Month-to-month,no,Electronic check,105.03,1380.15,Yes
CUST-10925,Female,0,No,No,0.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,65.92,,No
CUST-10416,Female,0,No,Yes,15.0,Yes,Fiber optic,Two year,Yes,Bank transfer,114.2,1694.15,Yes
CUST-10743,Male,0,Yes,No,2.0,Yes,DSL,Two year,No,Electronic check,91.9, 143.43,No
CUST-10561,M,0,Yes,No,48.0,Yes,DSL,Month-to-month,Yes,Credit card,42.87,2066.06,No
CUST-10067,Male,0,No,No,16.0,Yes,DSL,Month-to-month,Yes,Electronic check,60.12,980.77,No
CUST-10536,Male,0,Yes,No,25.0,Yes,No,Two year,Yes,Mailed check,29.36,748.13,No
CUST-10077,Male,0,No,Yes,13.0,Yes,DSL,One year,No,Electronic check,42.74,573.49,No
CUST-10105,Female,0,Yes,No,47.0,Yes,DSL,One year,Yes,Mailed check,20.66,996.41,No
CUST-10049,Female,0,No,No,22.0,Yes,DSL,Month-to-month,Yes,Electronic check,88.6,1959.72,No
CUST-10781,Female,0,Yes,Yes,10.0,Yes,DSL,Month-to-month,Yes,Bank transfer,34.02,,Yes
CUST-10638,Female,0,Yes,No,57.0,Yes,DSL,Month-to-month,No,Bank transfer,72.78,4125.26,No
CUST-10559,Female,0,Yes,Yes,7.0,Yes,DSL,Two year,Yes,Bank transfer,107.21,738.24,No
CUST-10761,Female,0,No,No,20.0,Yes,Fiber optic,Month-to-month,No,Mailed check,28.36,590.06,No
CUST-10690,Female,0,Yes,No,32.0,Yes,Fiber optic,Two year,Yes,Electronic check,69.61,2222.23,No
CUST-10869,Male,0,No,Yes,5.0,Yes,DSL,One year,No,Bank transfer,84.13,445.45,No
CUST-10952,Female,1,No,Yes,58.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,51.62,2969.94,No
CUST-10871,Male,1,Yes,No,41.0,Yes,No,Month-to-month,No,Mailed check,107.22,4398.65,Yes
CUST-10735,Female,0,Yes,No,47.0,Yes,Fiber optic,Month-to-month,No,Electronic check,45.95,2178.63,Yes
CUST-10779,Female,0,Yes,Yes,19.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,42.21,797.04,No
